No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,ECEF_X [m],ECEF_Y [m],ECEF_Z [m],Latitude [°],Longitude [°],Height [m],DOP,FixType,3D_Error [m],Sats,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Sat,C/N,Mort. Status,Activity,Main [V],Beacon [V],Temp [°C],Easting,Northing,AnimalID,GroupID
9541,33349,12/23/2023,9:00:21,12/23/2023,9:00:21 AM,Iridium,12/24/2023,12:01:39 AM,-2674456,-4424544,3723018,35.9408769,-121.1512467,231.08,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,29,10666757.11,3978970.301,N/A,N/A
9540,33349,12/23/2023,6:00:12,12/23/2023,6:00:12 AM,Iridium,12/24/2023,12:01:39 AM,-2674516,-4424592,3723076,35.9409187,-121.1515405,323.51,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,27,10666730.51,3978974.427,N/A,N/A
9539,33349,12/23/2023,3:00:24,12/23/2023,3:00:24 AM,Iridium,12/24/2023,12:01:39 AM,-2674800,-4424936,3722376,35.9334768,-121.1522619,270,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,24,10666681.07,3978147.662,N/A,N/A
9538,33349,12/23/2023,0:00:34,12/23/2023,12:00:34 AM,Iridium,12/23/2023,12:01:02 AM,-2674450,-4426736,3720476,35.9124223,-121.1386279,256.22,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,28,10667955.63,3975835.42,N/A,N/A
9537,33349,12/22/2023,21:00:36,12/22/2023,9:00:36 PM,Iridium,12/23/2023,12:01:02 AM,-2674354,-4426742,3720460,35.9125408,-121.1376833,210.79,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10668040.63,3975850.189,N/A,N/A
9536,33349,12/22/2023,18:00:19,12/22/2023,6:00:19 PM,Iridium,12/23/2023,12:01:02 AM,-2674972,-4424628,3722548,35.9356553,-121.1556587,229.57,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,27,10666370.05,3978383.529,N/A,N/A
9535,33349,12/22/2023,15:00:11,12/22/2023,3:00:11 PM,Iridium,12/23/2023,12:01:02 AM,-2674472,-4424552,3723050,35.9410304,-121.1513525,262.11,1.4,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.6,31,10666747.23,3978987.147,N/A,N/A
9534,33349,12/22/2023,12:00:38,12/22/2023,12:00:38 PM,Iridium,12/22/2023,12:02:07 PM,-2674472,-4424556,3723054,35.9410415,-121.1513296,267.23,1,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,31,10666749.28,3978988.415,N/A,N/A
9533,33349,12/22/2023,9:00:37,12/22/2023,9:00:37 AM,Iridium,12/22/2023,12:02:07 PM,-2674474,-4424560,3723056,35.9410325,-121.1513257,272.01,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10666749.65,3978987.424,N/A,N/A
9532,33349,12/22/2023,6:00:11,12/22/2023,6:00:11 AM,Iridium,12/22/2023,12:02:07 PM,-2674522,-4424520,3723114,35.9415054,-121.1520102,298.44,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,29,10666686.91,3979038.716,N/A,N/A
9531,33349,12/22/2023,3:00:38,12/22/2023,3:00:38 AM,Iridium,12/22/2023,12:02:07 PM,-2674868,-4424874,3722346,35.9333525,-121.1532621,237.91,1.2,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,25,10666591.08,3978132.16,N/A,N/A
9530,33349,12/22/2023,0:00:24,12/22/2023,12:00:24 AM,Iridium,12/22/2023,12:01:08 AM,-2674672,-4426346,3720918,35.916806,-121.1429673,338.12,1.6,val. GPS-3D,,,,,,,,,,,,,,,,,,,,,,,,,,,normal,,3.36,3.68,26,10667554.78,3976314.257,N/A,N/A
